lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,breadthMoho,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,breadthLAB,typeLAB
41.75,-118.5,10.0752,0.748074,0.131143,0.0517558,1,Ps,10.7289,0.287747,0.0374602,0.00484891,46.2098496986343,Sp
42,-118.5,10.2927,0.812777,0.112224,0.0425405,1,Ps,10.8165,0.0641484,0.0377445,0.00181928,49.7299256151059,Sp
42.25,-118.5,10.0608,0.620107,0.0827241,0.0392874,1,Ps,10.7636,0.160691,0.0395184,0.00292145,42.4099717708095,Sp
42.5,-118.5,9.59769,0.568664,0.113543,0.0424862,1,Ps,10.4553,0.224701,0.0456765,0.00248534,39.9099752050353,Sp
42.75,-118.5,9.02017,0.458623,0.121828,0,1,Ps,10.1352,0.127677,0.0456765,0.00140372,36.6699092088197,Sp
43,-118.5,9.64075,0.380479,0.13698,0.05931,1,Ps,9.87387,0.159199,0.0445211,0.00115623,35.1899851252913,Sp
43.25,-118.5,9.76644,0.319884,0.173055,0.0769488,1,Ps,9.49393,0.158862,0.0465298,0.00261229,23.4300373846036,Sp
43.5,-118.5,9.74828,0.376503,0.170993,0.0816711,1,Ps,9.46679,0.126669,0.0462828,0.00372007,16.8402380407416,Sp
43.75,-118.5,9.77252,0.303762,0.13348,0.0831061,1,Ps,9.72795,0.156971,0.0375549,0.00430215,30.9298466468299,Sp
44,-118.5,9.86739,0.367291,0.117859,0.0762919,1,Ps,9.88974,0.814458,0.0341532,0.00405412,40.1800495899294,Sp
44.25,-118.5,9.71346,0.429441,0.13482,0.0804269,1,Ps,12.1241,0.718251,0.0275732,0.00325944,27.6899748226139,Sp
44.5,-118.5,9.66849,0.500393,0.134787,0.0712799,1,Ps,11.9832,0.594133,0.028608,0.00357372,1.28021820022965,Sp
44.75,-118.5,9.71763,0.429979,0.110024,0.0540023,1,Ps,10.9974,0.0936146,0.0334541,0.00435057,30.4600595101854,Sp
45,-118.5,10.2551,0.428834,0.0839708,0.0528226,1,Ps,10.9799,0.0621114,0.0348318,0.00298251,30.3700347152207,Sp
33,-118.25,6.64647,0.286518,0.121488,0.05265,1,Ps,12.7049,0.159094,0.0319841,0.00437846,14.3503368400708,Sp
33.25,-118.25,6.82472,0.307004,0.0972037,0.0429239,1,Ps,12.795,0.223849,0.0279171,0.00349856,12.9598687724117,Sp
33.5,-118.25,7.15715,0.373231,0.101377,0.0415224,1,Ps,12.4688,0.224762,0.0293777,0.00244206,18.3401289313136,Sp
33.75,-118.25,7.8437,0.440297,0.184662,0.0544273,1,Ps,12.4447,0.0962267,0.0362867,0.00387784,26.8503471427482,Sp
34,-118.25,8.28994,0.378382,0.131986,0.0598429,1,Ps,12.31,0.0947504,0.0417907,0.00243463,17.869843977447,Sp
34.25,-118.25,8.40355,0.32316,0.108687,0.0614147,1,Ps,12.0579,0.187296,0.0395699,0.00332963,14.0693904020752,Sp
34.5,-118.25,8.62592,0.440983,0.112882,0.0573362,1,Ps,11.8626,0.218118,0.0341916,0.00160447,24.0802624551766,Sp
34.75,-118.25,8.61646,0.510299,0.0981162,0.0553492,1,Ps,11.6561,0.127473,0.0333361,0.00126395,27.7700846875715,Sp
35,-118.25,8.74874,0.44956,0.0918722,0.0534914,1,Ps,11.5859,0.128957,0.0295799,0.00155062,39.7299256151059,Sp
35.25,-118.25,9.04627,0.381507,0.116193,0.052603,1,Ps,11.5863,0.0969186,0.0286828,0.0013873,29.6301594567788,Sp
35.5,-118.25,9.45671,0.50645,0.148837,0.050541,1,Ps,11.6289,0.225464,0.026347,0.00203044,36.749450294682,Sp
35.75,-118.25,9.83616,0.573311,0.124748,0.0414164,1,Ps,11.9468,0.319428,0.0254529,0.00087219,25,Sp
36,-118.25,9.85313,0.508874,0.113032,0.0446181,1,Ps,12.0571,0.191034,0.0282927,0.00232568,35.0900247949647,Sp
36.25,-118.25,9.73184,0.519133,0.113465,0.0503662,1,Ps,11.5359,0.222621,0.0302439,0.00254031,34.0802624551766,Sp
36.5,-118.25,9.64655,0.525088,0.111026,0.0543908,1,Ps,11.3587,0.253911,0.0320013,0.00377872,25.7396879548939,Sp
36.75,-118.25,10.2606,0.582555,0.117376,0.0452578,1,Ps,11.2056,0.537145,0.0358476,0.00412113,33.5097657740139,Sp
37,-118.25,10.6442,0.575605,0.18733,0.0566107,1,Ps,10.8285,0.505251,0.0347519,0.00336922,21.749450294682,Sp
37.25,-118.25,10.822,0.451948,0.160579,0.0610102,1,Ps,11.2558,0.567633,0.0283875,0.00396132,37.4002441443503,Sp
37.5,-118.25,11.0339,0.387079,0.12846,0.0596763,1,Ps,11.8995,0.535773,0.0231038,0.00188712,49.7299256151059,Sp
37.75,-118.25,11.0423,0.4556,0.146635,0.0701109,1,Ps,11.6187,0.755488,0.0222281,0.00260448,27.7798689709345,Sp
38,-118.25,10.9921,0.51224,0.159311,0.0653777,1,Ps,11.663,0.628125,0.0239858,0.00409501,18.7895815222703,Sp
38.25,-118.25,10.9626,0.380186,0.144922,0.0550992,1,Ps,10.518,0.877242,0.0253268,0.00482769,13.3297093156329,Sp
38.5,-118.25,10.9524,0.446138,0.138429,0.0505435,1,Ps,9.84381,1.25128,0.0220291,0.00486995,14.5940243526199,Sp
38.75,-118.25,10.508,0.433905,0.112585,0.0480545,1,Ps,13.048,0.566596,0.0220291,0.00218755,12.0940243526199,Sp
39,-118.25,10.5261,0.50044,0.105102,0.0473269,1,Ps,13.4139,1.19819,0.0262785,0.00635076,5.73968795489395,Sp
39.25,-118.25,10.5119,0.630062,0.0911515,0.0477059,1,Ps,10.6004,1.26906,0.0417339,0.0140667,18.5206378271153,Sp
39.5,-118.25,10.1279,0.692774,0.0799113,0.0507341,1,Ps,10.7721,0.3498,0.0510511,0.00796604,20.6496631599292,Sp
39.75,-118.25,9.78338,0.571577,0.0791583,0.0518107,1,Ps,11.4338,0.638348,0.0412287,0.00867673,17.389372091249,Sp
40,-118.25,9.58997,0.552321,0.0919103,0.0548188,1,Ps,11.4109,0.543529,0.0280837,0.00473708,42.6897943875175,Sp
40.25,-118.25,9.81747,0.4209,0.0625976,0.0426934,1,Ps,10.6613,0.54354,0.0330673,0.00908585,38.5097657740139,Sp
40.5,-118.25,9.62109,0.30588,0.0914355,0.0549432,1,Ps,10.1807,0.22364,0.0404861,0.00746461,27.0401312275883,Sp
40.75,-118.25,9.89252,0.427729,0.0951829,0.0493305,1,Ps,10.2262,0.764922,0.0349014,0.0060318,30,Sp
41,-118.25,9.63218,0.490704,0.105318,0.0584634,1,Ps,10.7979,0.92223,0.0351989,0.00493846,22.8492374294348,Sp
41.25,-118.25,9.63791,0.678813,0.109584,0.0508543,1,Ps,11.4323,0.317438,0.040961,0.00363783,18.3297093156329,Sp
41.5,-118.25,9.92709,0.746097,0.110774,0.0462546,1,Ps,11.4932,0.380782,0.0411592,0.00370289,4.5303864300002,Sp
41.75,-118.25,9.98123,0.748186,0.09889,0.0355254,1,Ps,10.6122,0.636251,0.0376024,0.00343555,32.9392690928511,Sp
42,-118.25,10.0355,0.808007,0.0921415,0.0320608,1,Ps,10.6167,0.223326,0.0403821,0.00315239,42.9598687724117,Sp
